TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,fault type
54.78,53.6,46.38,46.3,78.57,78.9,86.47,85.4,83.78,68.07,53.65,54.34,88.19,30.01,175.5,-117.3,75.13,65.03,6.13,-3.965,62.1,4.254,0.8266,267.9,214.4,6.8,8.3,39.5,34.6,93.7,111.7,10.3,43.9,4.4,120.9,27.2,76.4,72,69,16.19,5.22,7.52,20,0,113.1,108.6,149.9,114,6.5,7.3,65,0,100,30,48,56,59,59.74,68.11,58.57,56.75,86.11,80.86,168.6,F3
61.05,61.1,50.92,50.8,75.79,75.7,85.33,84.7,82.88,75.68,60.29,61.1,105.4,26.99,79.57,-1.186,90.92,84.09,7.262,0.4271,74.01,4.32,0.8139,265.1,215.5,9.3,10.6,41.5,36.6,95.3,114.7,13.6,47,5.4,119.2,23.7,78.6,86,82,23.22,6.269,6.317,20,0,117.4,112.9,149.9,113.2,9,10.3,70.94,23.96,100,100,57,56,46.79,58.92,68.84,66.52,63.71,65.29,62.2,-15.07,F3
53.8,53.8,50.39,50.4,85.74,85.6,89.18,89,87.8,61.43,53.61,53.93,38.56,15.46,295.7,-272.6,30.38,28.7,2.826,1.152,44.26,2.413,1.457,269.2,213.6,6.3,5,44.1,39.3,94,112.2,7.7,50,5.9,150.5,56.5,73,50,48,15.51,11.44,9.8,20,0,122,114.9,150.9,110.8,3.4,3.4,40,0,100,5,49,56,20,58.96,79.69,55.05,54.58,17.9,67.82,243.1,F3
59.04,59.3,49.45,49.5,71.69,71.5,80.9,80.5,78.01,71.71,57.71,59.25,101.8,31.99,69.67,0.1711,87.01,74.91,14.02,1.916,66.9,4.573,0.7689,265.3,217.6,8.3,9.7,41.2,36.3,90.5,104.7,12.9,46.3,5.1,115.1,24.4,68.4,77,74,14.79,4.132,7.045,20,0,113.8,110.1,147.4,110.3,9,9.8,85,100,100,100,56,56,85,59.21,63.97,69.38,64.25,161.2,65.5,-19.96,F3
49.5,49.6,41.79,41.5,79.96,79.9,87.37,87.2,85.59,66.47,49.31,49.67,82.93,20.01,214,-151.1,68.64,66.96,3.191,1.517,68.5,3.523,0.998,268.6,213.6,4.1,7.1,37.6,32.9,94.3,112.7,10.6,40.2,2.6,121.2,27.2,80.2,79,76,18.24,6.257,6.86,20,0,112.2,108.2,148.4,115.6,7.2,8.1,45,0,100,32,49,56,30.65,59.62,74.86,51.16,50.53,31.51,76.58,184.6,F3
43.73,43.9,40.4,40.4,80.37,80.4,84.14,84,82.88,53.98,43.79,44.02,42.2,14.08,324,-295.9,29.82,30.34,2.11,2.625,44.54,2.354,1.493,269,214.9,2.7,4.6,37.7,33,88.9,102.3,7.2,40.2,2.4,136.5,47.9,68.6,51,49,1.014,0.6834,9.675,20,0,114.5,108.4,144.4,110.4,3.8,3.5,20,0,100,8,49,56,23,59.78,75.56,44.2,44.27,21.41,50.65,243.8,F3
48.44,48.7,45.15,45.3,66.37,66.4,69.85,69.7,68.63,55.86,48.37,48.73,38.88,13.58,142.8,-117.5,29.32,28.74,3.195,2.613,36.18,2.85,1.234,268.3,213.9,5,6.6,40.1,35.1,76.3,80.9,8.4,44.6,4.8,129.3,53.3,45.4,42,40,2.569,1.879,10.89,20,0,112.7,108.4,143.9,108,3.5,3.8,35,0,100,23,47,56,60,59.58,62.54,49.77,49.34,110.1,76.67,214.3,F3
45.2,44.4,40.56,40.2,68.46,68.4,73.04,73,71.38,54.84,44.89,45.13,51.17,18.59,184.6,-152,41.26,38.49,2.095,-0.6692,43.04,3.37,1.043,267.9,213.3,3.7,7.4,36.5,31.9,80.4,87.4,9.2,39.6,3.1,116.9,36.7,55,49,47,8.188,4.551,9.926,20,0,107.5,104.5,142.9,110.5,4.6,4.4,25,0,100,22,47,56,73,60.23,63.11,45.47,45.49,155,50.28,212,F3
46.43,46.4,39.99,39.9,71.2,71.1,77.47,77.1,75.88,60.9,46.28,46.68,70.14,17.73,167.8,-115.4,57.33,56.02,3.554,2.245,54,3.733,0.9418,268.8,213.6,4.4,8.1,35.4,30.9,85.2,95.8,10.9,38.5,3.1,114.9,29.4,64.9,60,58,8.956,3.632,8.641,20,0,108.8,104.9,143.4,111.6,6,6.6,35,0,100,33,48,56,49.27,59.95,66.71,47.97,47.42,62.88,85.3,179.1,F3
51.39,51.4,44.94,44.9,66.53,66.4,72.76,72.2,71.21,63.36,51.16,51.6,69.97,17.35,88.37,-35.74,57.6,55.56,3.937,1.889,48.76,4.153,0.8466,269.9,214.6,6,8.8,38.9,34,81,88.4,10.9,43,4,112.4,31.2,54.1,55,53,5.272,2.143,9.199,20,0,109.6,106.5,147.4,112.4,5.8,6.5,45,0,100,55,49,56,60,59.62,63.03,52.96,52.37,122.1,94.49,100.2,F3
53.88,53.9,50.51,50.6,85.78,85.4,89.22,89,87.8,61.47,53.7,54.01,38.62,15.95,295.7,-273.1,30.11,28.43,2.836,1.156,44.26,2.392,1.47,269.6,214.3,6.4,5,44,39.2,94,112.2,7.5,50,6,150.9,56.9,73,50,48,14.34,10.56,9.8,20,0,121.7,114.2,149.9,109.6,3.6,3.5,35,0,100,5,49,56,20,58.96,79.69,55.13,54.63,18.46,68.05,243.7,F3
50.16,50.3,42.45,42.4,76.36,77.1,83.44,84,82.23,66.67,50.17,50.37,79.17,13.58,173.9,-108.3,69.46,69.61,1.754,1.904,64.1,3.81,0.9228,268.3,216.1,4.8,8.7,37.4,32.7,92.7,109.7,12.6,40.7,3.3,117.4,24.7,78.2,74,71,29.96,10.76,7.328,20,0,112.4,109,145.9,112.1,6.7,8.1,30,0,100,32,49,56,25.02,59.7,75.15,50.59,50.53,21.1,42.1,160.9,F3
48.56,48.7,40.52,40.4,80.29,80,88.07,87.7,86.16,66.22,48.37,48.81,86.85,21.34,222.6,-157.1,72.32,70.62,3.961,2.269,71.38,3.562,0.9871,268,215.9,3.5,9,36.9,32.2,96.7,117.6,12.5,39.1,2.2,122,25.2,85.5,82,79,20.29,6.645,6.586,20,0,112,107.5,148.9,115.4,7.5,8.3,50,0,100,32,49,56,32.45,59.7,74.54,50.47,49.75,34.52,95.06,183,F3
55.11,55.3,45.07,44.9,70.92,70.8,80.5,80.2,78.05,70.85,54.47,55.32,105.7,26.95,79.45,-0.7321,89.92,84.21,7.607,1.892,70.99,4.454,0.7895,264.7,214.8,5.8,10.3,39.1,34.2,90.5,105.2,13.4,42.4,3.8,112.4,22.2,71.4,82,79,15.65,4.212,6.586,20,0,113.3,109.6,147.4,113.2,9.3,10.4,85,30,100,90,57,56,60,59.62,65.32,60.46,57.94,113.4,72.58,-15.86,F3
55.11,55.2,45.07,44.9,70.87,70.8,80.41,79.9,78.01,70.77,54.39,55.2,105.5,26.56,80.09,-1.187,90.24,83.77,7.266,0.7952,70.47,4.502,0.781,265.4,215.6,6.6,10.3,38.3,33.5,90.2,104.7,12.6,42,3.8,112.4,22.5,71.3,81,78,16.96,4.573,6.677,20,0,113.1,109.4,149.4,115.4,9.3,10.4,85,30,100,90,57,56,60,59.58,65.32,60.38,57.82,111,68.22,-12.19,F3
55.03,55.3,48.18,47.7,66.7,68.1,72.96,74.9,71.75,65.81,54.64,55.28,71.06,13.78,67.33,-10.05,61.02,57.52,5.744,2.246,54.36,3.946,0.891,272.3,213.7,6.9,9.1,40.8,35.9,84,93.8,14.2,46.3,5.1,116.4,32.4,58.2,61,59,19.04,7.62,8.534,20,0,114.7,109.8,145.4,109.7,6.8,7.6,60,0,100,64.83,52.73,56,17,59.41,67.41,60.09,57.61,41.37,55.71,39.67,F3
53.92,54.1,50.02,50.1,64.98,64.8,68.78,68.6,67.65,60.98,53.86,54.09,42.52,12.66,74.52,-44.66,34.87,34.28,2.104,1.521,36.59,3.35,1.05,268.1,214.3,7.9,6.3,42.3,37.5,75,78.9,8.3,49,6.7,127.1,52.1,41,42,40,9.671,6.468,10.89,20,0,114.7,110.1,142.9,104.5,3.8,3.8,30,0,100,40,47,56,67,59.46,61.68,54.56,54.34,136.6,50.51,144.8,F3
46.39,46.6,40.03,39.9,71.08,70.9,77.26,77,75.72,60.78,46.28,46.68,68.98,17.21,166.8,-115,57.34,56.38,3.601,2.643,53.68,3.756,0.9362,267.9,216.3,4.3,7.9,35.6,31.1,84.9,95.3,11.1,38.7,3.1,114.7,30,64.9,61,59,12.75,5.255,8.534,20,0,108.8,105.3,143.9,111.8,6.1,6.5,35,0,100,33,48,56,50.21,59.91,67.04,47.85,47.42,57.89,86.41,177.3,F3
51.47,51.9,45.02,45.1,75.99,76,82.46,82,80.39,64.22,50.91,51.8,72.07,23.12,180.2,-131.2,57.39,52.43,7.934,2.977,56.59,3.565,0.9862,267.4,213.8,6.6,8.5,38.3,33.5,90.5,105.2,10.8,42.9,4.4,121.5,30.4,70.4,65,62,4.979,1.965,8.219,20,0,112.9,108.2,148.4,113.9,6,6.8,70,0,100,30,48,56,46,59.7,69.7,57.35,54.67,55.47,71.08,189.6,F3
54.95,55,44.98,44.8,70.75,70.6,80.25,79.7,77.85,70.64,54.27,55.08,104.7,26.49,79.41,-1.183,89.08,83,7.231,1.157,70.43,4.447,0.7907,264.6,214.5,6.7,10.5,38.2,33.4,90.2,104.7,13.1,42,3.8,112.4,22.2,70.7,82,79,15.44,4.195,6.586,20,0,112.2,109,147.9,113.9,9.3,10.1,85,30,100,90,57,56,60,59.62,65.32,60.29,57.74,111.5,67.89,-11.96,F3
43.65,43.8,40.07,40.1,66.29,66.2,70.1,69.8,68.92,53.08,43.7,43.94,42.29,13.04,176,-146.8,32.01,32.53,2.109,2.625,38.26,2.942,1.195,266.7,214.8,2.8,7.5,37.1,32.4,77.3,82.4,8.7,39.8,2.7,123.2,45.7,49.2,44,42,2.123,1.427,10.6,20,0,111.1,107.3,142.9,109.5,3.6,3.9,25,0,100,22,47,56,66,60.15,62.78,44.12,44.14,118.9,50.61,217.4,F3
60.93,60.9,50.59,50.6,75.95,75.9,85.74,85.1,83.21,75.89,60.12,61.01,108,27.88,80.88,-0.7328,92.55,85.36,7.979,0.793,75.54,4.308,0.8162,265,215,9.2,10,41,36.3,95.7,115.6,13.9,46.8,5.6,119.5,23.8,78.6,89,85,21.13,5.565,6.052,20,0,114.9,110.7,152.3,115.1,9.2,10.5,77.79,28.52,100,100,57,56,51.7,58.8,69.25,66.72,63.84,64.01,66.4,-14.7,F3
61.91,61.7,52.89,52.7,85.57,85.3,93.97,93.7,91.81,77.52,61.64,61.96,93.55,24.04,159.3,-89.74,80.91,78.48,2.848,0.4266,76.36,3.725,0.9439,267.5,215.2,8.4,7.2,44.3,39.5,100.9,126.1,10.8,49.6,5.3,129,28.4,87.1,90,86,31.92,9.705,5.964,20,0,113.1,106.3,153.3,113,8.3,9,35,0,100,43,49,56,27,59.66,79.04,62.95,62.49,29.77,68.35,135.7,F3
44.02,44.1,40.6,40.5,80.42,80.4,84.18,84,82.92,54.1,43.99,44.23,42.01,14.01,321.6,-293.6,30.56,30.35,2.11,1.892,44.74,2.402,1.464,267.8,214.9,2.5,5.6,38,33.2,89.4,103.2,7.7,40.4,2.4,137.4,48.4,70.5,51,49,4.477,3.031,9.675,20,0,114.9,108.8,145.4,111.4,3.6,3.6,15,0,100,8,49,56,23,59.82,75.72,44.45,44.51,21.15,50.63,242.5,F3
51.51,51.9,45.07,44.9,76.03,76.2,82.5,82.2,80.43,64.26,50.95,51.84,71.86,23.05,179.7,-130.8,57.59,52.62,7.962,2.988,56.68,3.572,0.9842,266.7,214.5,5.8,8.3,39.1,34.2,90.5,105.2,10.5,43,4.4,121.2,30.7,71.4,65,62,6.515,2.579,8.219,20,0,112.9,108.2,146.9,112.1,6.2,6.6,75,0,100,30,48,56,52,59.66,69.66,57.35,54.67,55.31,71.33,188.6,F3
59.08,59.3,49.45,49.5,71.73,71.5,80.86,80.5,78.01,71.71,57.71,59.29,100.7,31.45,69.48,-0.2803,86.49,74.14,14.24,1.897,67.04,4.536,0.7752,264.6,215.4,8.3,10,41,36.1,90.5,105.2,12.9,46.3,5.1,114.7,24.4,69.1,77,74,17.23,4.869,7.045,20,0,113.6,109.8,147.9,111,8.8,9.8,85,100,100,100,56,56,85,59.21,63.93,69.42,64.25,159.9,66.03,-17.75,F3
47.41,47.2,40.11,39.8,67.07,66.7,74.11,73.8,72.4,61.96,47.31,47.54,78.2,18.95,115.9,-56.68,65.41,64.45,2.111,1.16,54.26,4.238,0.8296,266.6,214.9,3.8,9.1,36,31.4,82.9,91.8,12.2,38.9,2.7,109.6,27,60.2,61,59,9.261,3.368,8.534,20,0,108,104.9,144.4,111.5,7,7.4,30,0,100,50,48,56,73,60.15,63.28,47.93,47.91,145.6,50.67,118.4,F3
56.67,57.2,48.51,48.5,77.88,79.1,85,86.1,83.87,71.42,56.11,56.92,80.43,12.79,140.5,-72.87,73.02,68.05,7.237,2.257,66.08,3.886,0.9049,271,214.7,7.5,9.4,41,36.1,95.5,115.2,12.8,45.9,4.9,119.2,23.7,78.4,77,74,40.05,14.16,7.045,20,0,113.8,109.8,151.4,114.5,6.9,8.5,60,0,100,41.78,49.85,56,17,59.5,77.16,61.77,59.37,17.38,72.59,139.8,F3
56.55,56.8,46.7,46.4,75.99,76,85.45,85.1,83.33,73.55,56.28,56.67,104,23.26,107.5,-26.84,87.62,85.21,3.556,1.152,75.9,4.059,0.8663,263.8,213.7,6.8,10.4,39.8,34.8,95.5,115.2,13.3,43.6,3.8,118.3,22.8,80.4,90,86,18.46,5.051,5.964,20,0,115.3,110.7,148.4,113.3,9.1,10.2,55,0,100,65,51,56,45.03,59.78,71.42,58.41,57.61,47.95,85.35,54.76,F3
56.26,56.5,49.94,50,66.41,66.4,72.31,71.8,70.8,66.06,55.99,56.43,66.96,17.06,53.91,-4.009,56.53,54.11,3.939,1.524,46.57,4.268,0.8238,272.6,214.6,7.9,8.9,42.1,37.2,80.7,87.9,10.9,47.8,5.7,115.7,34.9,50,52,50,9.889,4.201,9.553,20,0,111.6,108.4,144.9,106.7,5.6,6.5,50,0,100,80,56,56,60,59,62.7,58.16,57.37,110.7,94.53,-1.007,F3
55.44,55.5,49.2,49.3,85.53,85.3,91.63,91.2,89.89,68.93,55.25,55.69,68.15,19.52,234.2,-185.6,56.19,54.5,3.967,2.273,62,3.186,1.103,268.2,216.2,6.5,7.3,42.6,37.7,98.5,121.1,10.3,47.2,4.9,132.9,34.4,83.6,71,68,19.97,8.335,7.617,20,0,117.6,112,152.8,114,5.9,6.2,48.46,0,100,25,49,56,22,58.96,79.9,57.18,56.47,22.38,95.22,205.8,F3
57.12,57.4,50.84,50.9,76.32,76.4,82.34,82.2,80.3,67.41,56.36,57.33,66.58,22.5,142.7,-98.6,56.25,49.43,8.713,1.893,52.99,3.732,0.942,265.6,215,7.7,7.7,43.1,38.2,89.9,104.2,10.2,48.7,5.5,125.2,35.3,65.9,60,58,16.64,7.109,8.641,20,0,114.9,110.1,149.4,108.4,5.8,6.6,75,0,100,32,47,56,48,58.84,68.8,63.32,60.36,54.22,70.51,173.6,F3
56.3,56.3,50.06,50,66.37,66.4,72.27,71.8,70.76,66.06,56.07,56.51,66.26,16.88,52.89,-3.508,56.12,54.06,3.962,1.901,46.54,4.24,0.8293,269.8,215.9,8.1,8.6,42,37.1,80.4,87.4,10.9,48,5.9,115.7,35.6,50.2,52,50,10.88,4.671,9.553,20,0,111.8,108.2,145.4,106.9,5.6,6.3,50,0,100,80,56,56,60,59.05,62.74,58.25,57.45,109.6,95.09,-5.954,F3
50.4,50.4,40.77,40.7,66.82,66.7,75.91,75.4,73.92,66.8,49.97,50.61,101.3,22.22,79.39,-0.2841,86.36,82.47,5.781,1.894,66.86,4.542,0.7742,267.6,215.1,5.4,10.1,35.1,30.6,86,97.3,13.7,38.2,3.1,108.2,22.2,66.3,77,74,14.24,3.998,7.045,20,0,108.4,105.3,144.4,113.3,8.9,9.9,59.4,0,100,90,57,56,83,60.15,63.6,54.11,52.46,154.5,83.81,-10.39,F3
63.51,63.4,54.69,54.5,85.33,85.3,93.19,93.5,91.48,78.47,63.36,63.55,87.39,18.97,144.7,-76.32,79.02,77.7,1.745,0.4264,73.3,3.79,0.9276,266.9,215.1,9.4,6.8,45.1,40.3,100.4,125.1,10.8,51.6,6.5,129.3,28.9,84.3,86,82,43.86,14.27,6.317,20,0,111.3,103.1,152.3,111.7,8.1,8.9,40,0,100,45.76,49.1,56,25,60.03,80.84,64.59,64.08,21.88,41.89,123.6,F3
53.02,53.2,50.18,50.1,75.95,75.9,78.9,78.7,77.64,58.89,52.84,53.19,32.59,13.89,207.4,-188.7,25.46,23.77,3.214,1.528,36.72,2.438,1.442,265.5,215.1,6.8,5.1,43.5,38.7,83.8,93.3,6.8,50,6.4,148.3,64.5,54.6,42,40,11.64,10.15,10.89,20,0,119.9,113.1,147.9,108.4,2.8,2.9,45,0,100,10,47,56,27.27,58.88,70.11,54.6,54.01,29.69,77.14,235.1,F3
60.43,60.3,50.35,50.1,86.02,85.8,97.08,96.8,93.82,77.44,59.84,60.56,108.1,31.89,160.1,-83.9,91.18,85.78,6.571,1.17,85.43,3.753,0.9369,234.6,216.9,6.8,3.9,43.2,38.3,100.9,126.1,9,47.2,4.1,126.3,25.4,87.9,101,97,26.09,6.868,5.026,20,0,115.1,108,144.4,105.6,11,10.3,70,0,100,46,42,56,37,59.74,79.74,65.66,62.98,38.28,58.86,108.9,F4
52.66,52.8,50.06,50,75.54,74.1,78.57,78.3,77.23,58.24,52.43,52.83,31.12,13.75,195.2,-177.9,23.26,21.21,3.582,1.528,36.73,2.226,1.579,246.7,215.2,6,0.3,44,39.2,78.6,84.4,2.5,49.8,5.8,145.1,66.8,45.6,40,39,9.081,8.298,11.04,20,0,122.2,116.4,138.5,98.2,4.4,2.8,70,50,100,50,43,56,40,59.62,70.81,55.22,53.81,29.49,60.97,219.9,F4
50.53,50.6,44.49,44.4,75.83,75.7,82.38,82,79.98,61.47,49.52,50.74,66.25,24.3,187.2,-145.2,54.22,45.17,10.95,1.899,51.73,3.685,0.954,242.8,215.7,5.1,3.7,39.2,34.3,85.7,96.8,6.5,42.9,3.5,117.8,32.1,62,58,56,9.425,4.046,8.86,20,0,113.3,109.6,139.4,103.7,6.3,6.3,90,0,100,25,42,56,50,59.66,69.42,58.61,54.79,59.78,68.68,184.2,F4
56.14,56.3,50.02,50.1,65.96,65.8,72.22,71.8,70.64,65.77,55.87,56.31,64.13,16.21,49.85,-1.937,55.09,52.66,3.967,1.535,43.59,4.443,0.7913,245.7,216.2,8.1,3.5,41.8,36.9,75.3,79.4,5.9,47.8,5.8,111.3,36,42.2,50,48,11.82,5.243,9.8,20,0,112.9,109.8,134,95.8,6,6.2,50,0,100,80,45,56,57,59.25,63.68,58.49,57.49,87.75,95.17,-13.84,F4
43.16,43.2,39.95,39.8,64.16,63.9,67.84,67.5,66.71,51.73,43.17,43.37,37.44,11.51,152.3,-126.4,28.63,28.78,1.737,1.886,34.56,2.913,1.207,244,214.2,3.2,2.7,36.7,32.1,69.9,71.5,4,39.6,2.9,119.2,49.3,39.4,39,38,3.585,2.724,11.2,20,0,110.7,107.5,129.5,96.3,3.6,3.3,25,0,100,22,42,56,60,58.88,61.64,43.71,43.73,100.3,41.69,197.9,F4
60.68,60.8,49.69,49.5,75.91,76,87.37,87.2,84.11,75.76,59.3,60.89,115.9,32.97,84.39,-1.498,98.11,85.83,14.17,1.888,77.35,4.46,0.7884,242.6,214.3,8,6,41.5,36.7,93.2,110.7,10.4,45.9,4.3,114.9,21.7,74,91,87,14.94,3.669,5.877,20,0,116.7,112.9,143.4,106.3,11.2,11.2,80,100,100,100,46,56,59.69,59.5,70.48,71.55,66.05,72.03,61.78,-4.143,F4
46.43,46.6,40.73,40.5,80.37,80.4,86.8,86.6,85.05,60.45,46.2,46.64,64.45,17.52,246.8,-199.8,51.1,49.05,3.944,1.893,55.72,3.225,1.09,240.7,214.9,3.4,3.3,37.1,32.4,89.9,104.2,6.9,39.8,2.9,122,31.8,72.3,64,61,8.776,3.873,8.323,20,0,113.3,109,138,104.8,6.2,6.1,40,0,100,23,42,56,29,60.27,76.54,48.71,47.91,25.85,94.65,192.9,F4
47.74,47,39.66,39.4,66.66,66.7,74.97,74.4,72.77,62.33,47.23,47.71,86.23,22.8,108.3,-44.88,72.4,67.78,4.313,-0.307,51.61,4.932,0.7129,249,215,2.5,4.2,36.7,32.1,78.6,84.4,8,38.2,1.5,103.1,23.9,52.5,59,57,2.964,0.9776,8.75,20,0,108.6,106.7,135.5,103.1,7.7,7.8,41.12,0,100,50,43,56,78,59.5,63.44,49.69,49.3,138.8,103.5,93.2,F4
48.44,48.5,45.15,45.1,85.41,85.1,89.3,89,87.8,57.13,48.25,48.61,38.88,15.01,306.6,-282.8,29.43,27.75,3.207,1.524,44.32,2.335,1.506,240,214.7,3.5,2,41.6,36.7,91.2,106.7,5.1,44.9,3.3,142.3,51.4,70,50,48,11.11,8.127,9.8,20,0,120.9,114.9,142.9,105.5,3.9,3.4,30,0,100,5,42,56,20,60.11,80.76,49.85,49.43,17.45,76.98,218.3,F4
56.22,56.5,45.07,44.9,75.87,75.9,88.03,87.7,84.73,73.96,55.17,56.39,119.8,32.54,106,-18.8,100.1,90.73,10.94,1.53,84.65,4.159,0.8453,236.4,215.5,6.4,6.6,38.5,33.7,94.3,112.7,10.6,41.9,3.3,115.6,21.3,78.5,100,96,15.62,3.708,5.11,20,0,115.1,111.3,140.9,106.9,12,11.6,80,30,100,70,43,56,52,59.5,71.18,64.18,60.28,66.85,67.19,34.14,F4
47.09,47.2,40.32,40.4,65.96,65.3,73.08,71.8,71.26,61.15,46.9,47.38,73.82,18.95,104.8,-49.91,60.67,58.98,4.313,2.627,48.44,4.403,0.7985,248.7,215.1,4.8,4.2,35.6,31.1,76,80.4,6.3,38.7,3.3,104.5,28,48.8,55,53,2.208,0.8506,9.199,20,0,108.6,106.7,132,100.1,6.5,6.8,42.12,0,100,50,43,56,67,59.41,62.95,48.75,48.28,128.8,103.5,108.7,F4
47.13,48,41.3,41,67.56,67.3,73.86,74.4,72.89,60.98,47.23,47.54,63.56,9.77,120.1,-66.31,52.26,53.14,2.848,3.73,49.34,3.724,0.9442,242,215.2,4.2,4.2,36.7,32.1,78.6,84.4,7.5,39.9,3,114.5,35.6,52.8,57,55,9.604,4.298,8.971,20,0,113.8,110.5,132.5,99.6,6.9,7,20,0,100,53.1,42.83,56,25,60.32,68.68,48.17,47.91,28.03,68.36,134.9,F4
46.27,46.4,40.52,40.5,80.21,80,86.64,86.1,84.81,60.29,46.04,46.44,64.23,18.28,245.1,-199.1,51.32,49.27,3.567,1.521,55.43,3.255,1.08,239.9,214.3,3.5,3.8,36.9,32.2,89.9,104.2,6.6,39.6,2.5,121.7,32.1,71.3,63,60,10.03,4.44,8.428,20,0,113.3,109.2,139,106.1,6.1,6,40,0,100,23,42,56,25,60.23,76.5,48.54,47.71,26.97,85.6,191.7,F4
46.76,46.8,40.23,40.2,64.65,64.7,71.36,71.1,69.86,60.16,46.61,47.05,69.66,15.58,100.7,-46.58,58.59,57.27,3.955,2.633,47.27,4.358,0.8068,249,215.5,4.6,4.2,35.8,31.3,75.3,79.4,6.6,38.7,3.1,104.1,28.8,47.6,54,52,8.362,3.414,9.315,20,0,108,105.9,131,98.9,6.4,6.6,53.52,0,100,50,43,56,60,59.29,63.07,48.87,48.11,98.95,94.91,107.3,F4
53.8,53.9,50.14,50.1,64.24,64,68.13,67.9,66.91,60.41,53.61,53.93,39.6,12.37,66.27,-39.05,32.98,31.29,2.862,1.167,34.88,3.324,1.058,244.5,216.3,8,3,42,37.1,70.9,72.5,4.7,49.1,7.1,123.5,52.6,35.1,40,39,11.6,8.334,11.04,20,0,113.8,110.1,131,92.8,4,3.8,30,0,100,40,42,56,63,59.13,61.76,54.93,54.5,112.8,68.69,129.1,F4
48.23,47.3,40.11,39.6,74.19,73.9,83.07,82.3,80.1,63.4,47.64,48.2,89.61,30.02,168.5,-108.9,72.76,67.4,5.046,-0.307,60.87,4.203,0.8366,242.1,215,3.6,4.3,36,31.4,86.6,98.3,7.8,38.4,2.2,110.7,23.9,66.7,70,67,1.596,0.5064,7.715,20,0,110.9,108.2,137,105.1,8.4,7.7,40,0,100,33,42,56,61.56,60.07,67.16,50.3,49.92,101.5,121.1,145.3,F4
45.78,45.9,39.37,39.1,70.63,70.4,77.51,77.5,75.76,60.08,45.55,46.03,69.44,17.64,158.3,-106.5,57.1,55.05,4.293,2.25,50.94,3.941,0.8921,242.4,214,2.5,4,36.7,32.1,81.3,88.9,7.7,38.4,1.7,109.4,27.9,56.8,57,55,7.521,3.08,8.971,20,0,109.4,106.9,134.5,101.6,6.9,6.7,50,0,100,33,42,56,47.68,60.11,67.62,48.05,47.26,56.41,103,158.1,F4
43.4,43.4,40.28,40.1,70.71,70.8,74.44,74.6,73.14,51.89,43.3,43.61,37.58,13.08,214.4,-189.9,27.93,26.98,2.837,1.889,37.06,2.65,1.327,242.2,214.4,2.1,1.4,38,33.2,76,80.4,3.4,40.1,2.1,125.7,49.8,46.2,43,41,3.139,2.376,10.74,20,0,112.7,109.2,133,98.7,4,3.3,30,0,100,15,42,56,44.96,60.27,67.21,44.94,44.47,45.3,68.09,211.7,F4
56.67,57.1,50.06,50.1,78.2,77.8,85.41,84.5,82.88,67.98,55.74,56.88,72.41,25.38,149.8,-102.7,59.16,50.88,10.18,1.893,54.03,3.85,0.9132,241.2,214.9,7.8,4.1,42.3,37.4,88.6,101.8,6.8,47.8,5.5,120.4,31.8,64.4,61,59,7.432,2.919,8.534,20,0,115.6,111.3,142.4,104.5,6.7,6.8,80,0,100,32,42,56,50,59.58,71.22,64.43,60.6,52.33,63.84,159.3,F4
42.99,43,39.91,39.9,71.04,70.6,74.72,74.4,73.47,51.77,42.89,43.29,37.05,12.63,218.2,-193.8,27.64,26.69,3.578,2.627,36.08,2.693,1.306,241.4,215,2.1,0.9,38,33.2,75.3,79.4,2.6,39.9,1.9,124.5,49.4,47.2,42,40,2.993,2.298,10.89,20,0,112.2,108.8,132.5,98.7,3.8,2.9,30,0,100,15,42,56,45.29,60.27,66.88,44.57,44.14,45.9,85.88,211.9,F4
52.57,52,44.49,43.9,68.25,67.8,76.89,76.2,74.45,66.35,52.39,52.62,87.4,24.72,81.99,-19.31,72.4,70.72,2.112,0.4263,55.29,4.604,0.7636,242.8,215,5,4.5,38.9,34,80.7,87.9,7.5,42.4,3.3,107.5,26.8,55.1,63,60,2.568,0.8358,8.428,20,0,112.2,108.8,139,104.2,8.6,8.1,25.17,0,100,65,43,56,66,59.66,64.46,53.13,53.07,123.5,50.68,33.39,F4
44.88,43.9,39.87,39.6,82.13,83.2,87.78,88.2,85.42,57.87,44.52,44.8,56.39,23.57,275.1,-242.3,44.86,41.71,2.476,-0.6741,51.79,3.045,1.155,239.6,214.9,2.2,2.5,37.2,32.5,90.7,105.7,6.7,39.1,1.9,122.2,31.5,72.2,56,54,11.24,5.669,9.084,20,0,113.3,109,138,104.6,5,4.5,20,0,100,8,42,56,36,60.48,76.25,46.54,46.19,35.86,59.43,203.3,F4
